"25.05.10",0.00200200133395279
"26.05.10",0
"27.05.10",0.0470744109569885
"28.05.10",0.0898063283051425
"29.05.10",0.0811226586700555
"30.05.10",0.251071019428278
"31.05.10",0.333757304123399
"01.06.10",0.182936610647684
"02.06.10",0.164160236432163
"03.06.10",0.145681893594824
"04.06.10",0.127496851579253
"05.06.10",0.10738347172778
"06.06.10",0.12075212488419
"07.06.10",0.141108319267306
"08.06.10",0.109600454915629
"09.06.10",0.0919881220281598
"10.06.10",0.0746553440636943
"11.06.10",0.0597149957102798
"12.06.10",0.0575976837366536
"13.06.10",0.100759063993983
"14.06.10",0.111821876506525
"15.06.10",0.0746553440636943
"16.06.10",0.0725081812541482
"17.06.10",0.132015870999202
"18.06.10",0.281459932194082
"19.06.10",0.474029784288024
"20.06.10",0.377127764335869
"21.06.10",0.284025416687741
"22.06.10",0.218962393821479
"23.06.10",0.17586024132104
"24.06.10",0.138828383324487
