25.05.10,0.2
26.05.10,5.6
27.05.10,0.8
28.05.10,0.3
29.05.10,0
30.05.10,26.3
31.05.10,8.2
01.06.10,0
02.06.10,6.3
03.06.10,2.5
04.06.10,0
05.06.10,0
06.06.10,13.9
07.06.10,0.7
08.06.10,0.2
09.06.10,0
10.06.10,0
11.06.10,0
12.06.10,2
13.06.10,11.8
14.06.10,4.6
15.06.10,0
16.06.10,3
17.06.10,11.3
18.06.10,6
19.06.10,30.2
20.06.10,0.9
21.06.10,0
22.06.10,0
23.06.10,0
24.06.10,0
